place_id,name,type,district,lat,lon,indoor,noise,romantic,budget_level,walk_score,alcohol_available,extrovert_friendly,tags
p225,쿄 베이커리 X 카페더인피닛,cafe,서초구,37.48893290736536,126.9926416502509,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p226,빠다롤뺑프랑스,cafe,서초구,37.45358871501536,127.0119946218082,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p227,아키비스트 송파점,cafe,송파구,37.50286183413799,127.08121365601438,1,2,3,2,3,no,no,"카페,디저트>카페"
p228,브루브루,cafe,송파구,37.559854980564914,126.95732758268048,1,2,3,2,3,no,no,"음식점>카페,디저트"
p229,온더브레드 송파문정,cafe,송파구,37.41193577814878,126.9753458667452,1,2,3,2,3,no,no,"음식점>카페,디저트"
p230,하우모찌,cafe,송파구,37.51647528443595,127.08865127306024,1,2,3,2,3,no,no,"음식점>카페,디저트"
p231,비터솔트,cafe,송파구,37.51514470722658,127.09602841596384,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p232,캐롤스,restaurant,송파구,37.47130990233796,126.91116443843678,1,3,3,2,3,no,yes,음식점>패밀리레스토랑
p233,더 이탈리안 클럽,restaurant,송파구,37.585469693031264,127.05109342389422,1,3,3,2,3,no,yes,음식점>양식
p234,디라이프스타일키친 롯데월드몰점,restaurant,송파구,37.40274740208816,126.97736499903644,1,3,3,2,3,no,yes,음식점>양식
p235,비스트로베네토,restaurant,송파구,37.56992235221839,127.0093422622632,1,3,3,2,3,no,yes,음식점>이탈리아음식
p236,치즈룸&amp;테이스팅룸 롯데월드몰점,restaurant,송파구,37.446806035416174,126.9995361879229,1,3,3,2,3,no,yes,음식점>이탈리아음식
p237,MIP,restaurant,송파구,37.47153060949334,127.06221320817708,1,3,3,2,3,no,yes,음식점>양식
p238,슬로우어스,cafe,송파구,37.51922185222384,127.09509081704095,1,2,3,2,3,no,no,브런치카페
p239,니커버커베이글 잠실점,cafe,송파구,37.51329836309261,126.94734198095787,1,2,3,2,3,no,no,"음식점>카페,디저트"
p240,빌즈 잠실,restaurant,송파구,37.40488132973608,127.03950079914148,1,3,3,2,3,no,yes,음식점>양식
p241,오붓식당 본점,restaurant,송파구,37.51705583021185,126.90526886243396,1,3,3,2,3,no,yes,음식점>양식
p242,온량,restaurant,송파구,37.5186489571061,126.96957177076467,1,3,3,2,3,no,yes,음식점>양식
p243,디에스티클럽,restaurant,송파구,37.407495827246414,127.07758221694168,1,4,2,2,3,yes,yes,술집>요리주점
p244,코르크서울 레코드바,restaurant,송파구,37.45424596167848,127.00881439754828,1,2,4,4,3,yes,no,술집>와인
p245,퍼플독 송파본점,restaurant,송파구,37.5253255441491,127.0119201532837,1,2,4,4,3,yes,no,술집>와인
p246,크래프트아일랜드 잠실점,restaurant,송파구,37.4054759784384,126.9593685938381,1,4,2,2,3,yes,yes,"술집>맥주,호프"
p247,시그니엘서울 더 라운지,restaurant,송파구,37.435408309654,126.95582442058904,1,4,2,2,3,yes,yes,술집>바(BAR)
p248,투파인드피터 잠실점,restaurant,송파구,37.59064663557374,126.90343791857664,1,3,3,2,3,no,yes,음식점>양식>이탈리아음식
p249,피자네버슬립스 송리단길점,restaurant,송파구,37.43622890289634,126.948370602878,1,3,3,2,3,no,yes,음식점>피자
p250,요리하는남자,restaurant,송파구,37.513957878368416,126.9432427411776,1,3,3,2,3,no,yes,음식점>이탈리아음식
p251,콘메,restaurant,송파구,37.42303355731623,127.0748457067375,1,3,3,2,3,no,yes,음식점>이탈리아음식
p252,소피텔 앰배서더 서울 페메종,restaurant,송파구,37.579048883612835,127.0606343663864,1,3,3,2,3,no,yes,음식점>프랑스음식
p253,시그니엘 서울 STAY,restaurant,송파구,37.43866403507038,127.0245038058484,1,3,3,2,3,no,yes,음식점>프랑스음식
p254,정띠,restaurant,송파구,37.4872801147697,126.985198694996,1,3,3,2,3,no,yes,음식점>프랑스음식
p255,프랑스와,restaurant,송파구,37.54073485850385,126.9533238178894,1,3,3,2,3,no,yes,음식점>프랑스음식
p256,원스,restaurant,송파구,37.43490793497752,126.99234772829902,1,3,3,2,3,no,yes,음식점>프랑스음식
p257,트라가 잠실점,restaurant,송파구,37.478176355874034,126.9357116931008,1,3,3,2,3,no,yes,음식점>스페인음식
p258,스페인클럽 롯데월드몰점,restaurant,송파구,37.46657146035978,127.06422524052851,1,3,3,2,3,no,yes,음식점>스페인음식
p259,리코타파,restaurant,송파구,37.42230322425815,127.08166294666624,1,3,3,2,3,no,yes,음식점>스페인음식
p260,롯데월드스페인해적선,restaurant,송파구,37.559222927235595,126.932752884018,1,3,3,2,3,no,yes,놀이기구
p261,세실리아스페인어,restaurant,송파구,37.44758369767214,126.98170149969306,1,3,3,2,3,no,yes,어학교육
p262,팔각동,restaurant,송파구,37.41718495632982,126.97121077248256,1,4,2,2,3,yes,yes,술집>이자카야
p263,태인일식,restaurant,송파구,37.57948048993737,126.932669925809,1,3,3,2,3,no,yes,음식점>일식>일식당
p264,다다 풀코스,restaurant,송파구,37.42057546598424,126.9371742948334,1,3,3,2,3,no,yes,음식점>일식>일식당
p265,토도로끼,restaurant,송파구,37.53343290747621,127.03301405195135,1,3,3,2,3,no,yes,음식점>일식>일식당
p266,일식 청정해,restaurant,송파구,37.579997728055794,126.96103624646852,1,3,3,2,3,no,yes,음식점>일식>일식당
p267,굽돌집 잠실방이직영점,restaurant,송파구,37.46851228237035,127.02974370471402,1,3,3,2,3,no,yes,한식>돼지고기구이
p268,만애옥 송파 가락시장본점,restaurant,송파구,37.52889117507927,126.94981496967856,1,3,3,2,3,no,yes,한식>생선구이
p269,진원소우 잠실새내점,restaurant,송파구,37.430842412927745,126.98527223560852,1,3,3,2,3,no,yes,"음식점>한식>육류,고기요리>소고기구이"
p270,돈필살 잠실점,restaurant,송파구,37.48620410785549,127.01403359177743,1,3,3,2,3,no,yes,"한식>육류,고기요리"
p271,황도바지락칼국수,restaurant,송파구,37.41231773078935,127.00727223517144,1,3,3,2,3,no,yes,"한식>칼국수,만두"
p272,웰하우스,cafe,송파구,37.439841617968,126.95829163503284,1,2,3,2,3,no,no,"음식점>카페,디저트"
p273,롯데호텔월드 더 라운지 앤 바,cafe,송파구,37.449045747293475,126.9838037574179,1,2,3,2,3,no,no,"음식점>카페,디저트"
p274,뷰클런즈,cafe,송파구,37.57284271157677,127.07842504522822,1,2,3,2,3,no,no,"음식점>카페,디저트"
p275,진저베어,cafe,송파구,37.42288713458658,127.0527113451034,1,2,3,2,3,no,no,"음식점>카페,디저트"
p276,팻어케이크,cafe,송파구,37.57745423085253,126.95791944584762,1,2,3,2,3,no,no,"음식점>카페,디저트"
p277,오쿠쿠베이커리 잠실본점,cafe,송파구,37.58891789166907,126.92162911456084,1,2,3,2,3,no,no,"음식점>카페,디저트"
p278,플라워아티장베이커리 문정,cafe,송파구,37.55887189455982,126.92361741355506,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p279,밀파니,cafe,송파구,37.452345163136805,126.98325240940048,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p280,끄네들로,cafe,송파구,37.46411802652565,127.03545527877192,1,2,3,2,3,no,no,"음식점>카페,디저트"
p281,픽베이크,cafe,성동구,37.41827704273945,127.0655137921096,1,2,3,2,3,no,no,"카페,디저트>카페"
p282,포레스트 서울숲,cafe,성동구,37.4140591173982,126.92054342840976,1,2,3,2,3,no,no,"음식점>카페,디저트"
p283,베이글랜드 성수점,cafe,성동구,37.50504732165222,127.05141730841883,1,2,3,2,3,no,no,"음식점>카페,디저트"
p284,젠젠 성수점,cafe,성동구,37.590453884241825,126.96203050457208,1,2,3,2,3,no,no,"음식점>카페,디저트"
p285,에트레베이크하우스,cafe,성동구,37.44847847550358,127.03899625823652,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p286,스케줄 성수,restaurant,성동구,37.56015075054519,126.9019828396728,1,3,3,2,3,no,yes,음식점>양식
p287,디핀옥수,restaurant,성동구,37.42591646268695,126.93167229009237,1,3,3,2,3,no,yes,음식점>양식
p288,오뜨로 성수,restaurant,성동구,37.54593294199263,126.9472609761604,1,3,3,2,3,no,yes,음식점>양식
p289,성수까망,restaurant,성동구,37.42745743691982,126.93827042103187,1,3,3,2,3,no,yes,음식점>양식
p290,세디치,restaurant,성동구,37.57909036159916,127.0405666849023,1,3,3,2,3,no,yes,음식점>이탈리아음식
p291,쎄콩데live,cafe,성동구,37.43311078688575,126.92245119696396,1,2,3,2,3,no,no,"음식점>카페,디저트"
p292,메이플탑,restaurant,성동구,37.5381974486557,127.0722385714961,1,3,3,2,3,no,yes,음식점>브런치
p293,파이프그라운드 서울숲점,restaurant,성동구,37.43660824431341,127.03857511609706,1,3,3,2,3,no,yes,음식점>양식
p294,써니눅 성수,restaurant,성동구,37.467794389983965,126.92072738378576,1,3,3,2,3,no,yes,음식점>양식
p295,플르서라구뜨,restaurant,성동구,37.537812281053554,126.9915322180118,1,3,3,2,3,no,yes,음식점>브런치
p296,성수온실 성수본점,restaurant,성동구,37.5106760272749,127.05811013267072,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문"
p297,성수다락,restaurant,성동구,37.577706131172505,126.96455103213891,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문"
p298,성수옥상,restaurant,성동구,37.57986383743105,126.96838915551774,1,2,4,4,3,yes,no,술집>와인
p299,와아,restaurant,성동구,37.5772192334378,127.0075776415482,1,2,4,4,3,yes,no,술집>와인
p300,윕 성수,restaurant,성동구,37.41253873022966,126.93960320694696,1,4,2,2,3,yes,yes,술집>요리주점
p301,포도젝트,restaurant,성동구,37.57635850470736,127.07031180351622,1,4,2,2,3,yes,yes,술집>요리주점
p302,희릿,restaurant,성동구,37.412699507247794,127.06763863569228,1,2,4,4,3,yes,no,술집>와인
p303,HDD피자 성수점,restaurant,성동구,37.4205297767846,127.00349128887704,1,3,3,2,3,no,yes,음식점>피자
p304,마리오네,restaurant,성동구,37.518255714142576,126.96734568975234,1,3,3,2,3,no,yes,음식점>이탈리아음식
p305,브리비트 성수,restaurant,성동구,37.50022122364096,126.98049196117644,1,3,3,2,3,no,yes,"이탈리아음식>스파게티,파스타전문"
p306,오부이용,restaurant,성동구,37.542016172603745,126.97657481469996,1,3,3,2,3,no,yes,음식점>프랑스음식
p307,매튜,restaurant,성동구,37.482237106885705,127.0938340192644,1,3,3,2,3,no,yes,음식점>프랑스음식
p308,뛰뚜아멍,restaurant,성동구,37.50760972130228,127.0163194632744,1,3,3,2,3,no,yes,음식점>프랑스음식
p309,마장동 호랑이,restaurant,성동구,37.54838823271693,127.07045162534094,1,3,3,2,3,no,yes,음식점>프랑스음식
p310,두손두발,restaurant,성동구,37.52326064569064,126.98935657490094,1,3,3,2,3,no,yes,"미용>네일아트,네일샵"
p311,페레힐,restaurant,성동구,37.52924523388022,126.9945138110686,1,3,3,2,3,no,yes,음식점>스페인음식
p312,에스메로,restaurant,성동구,37.44640557652015,126.97041066381584,1,3,3,2,3,no,yes,음식점>스페인음식
p313,루쎄로,restaurant,성동구,37.47645360637823,126.96737620956893,1,3,3,2,3,no,yes,음식점>스페인음식
p314,치리미리,restaurant,성동구,37.566306785954595,127.0138752148372,1,3,3,2,3,no,yes,음식점>스페인음식
p315,아델라아트컴퍼니,restaurant,성동구,37.599298899726485,127.08641157918836,1,3,3,2,3,no,yes,"스포츠,레크레이션교육>무용,발레"
p316,연탄요릿집,restaurant,성동구,37.43895263503653,126.97649318677496,1,4,2,2,3,yes,yes,술집>요리주점
p317,노바일식,restaurant,성동구,37.569539895797966,126.92900962531958,1,3,3,2,3,no,yes,음식점>일식>일식당
p318,윤경양식당,restaurant,성동구,37.437129855185674,126.90165708038391,1,3,3,2,3,no,yes,음식점>일식>돈가스
p319,멘츠루 성수점,restaurant,성동구,37.46959691351529,126.93283172534194,1,3,3,2,3,no,yes,음식점>일식>일본식라면
p320,미키스시,restaurant,성동구,37.45081724967368,126.94604346162842,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤"
p321,최가네샤브버섯칼국수 성수직영점,restaurant,성동구,37.42105316753745,126.93242952712664,1,3,3,2,3,no,yes,음식점>한식
p322,채육식당 성수점,restaurant,성동구,37.49388358193793,127.06782119514148,1,3,3,2,3,no,yes,음식점>한식
p323,오늘보쌈칼국수 왕십리본점,restaurant,성동구,37.5892531332373,127.04459194884107,1,3,3,2,3,no,yes,음식점>한식
p324,성수AGU,restaurant,성동구,37.50449802030261,126.9515881165171,1,3,3,2,3,no,yes,"한식>아귀찜,해물찜"
p325,석암생소금구이 성수점,restaurant,성동구,37.41406455875428,126.90048532835158,1,3,3,2,3,no,yes,"한식>육류,고기요리"
p326,아쿠아산타 성수카페,cafe,성동구,37.50581434226093,127.00490264508652,1,2,3,2,3,no,no,"음식점>카페,디저트"
p327,하이라인 성수카페,cafe,성동구,37.51972162016787,127.0537350529589,1,2,3,2,3,no,no,"음식점>카페,디저트"
p328,비아트 성수,cafe,성동구,37.47375319286026,126.9493011874263,1,2,3,2,3,no,no,"음식점>카페,디저트"
p329,천상가옥,cafe,성동구,37.554085710265696,127.00580860423058,1,2,3,2,3,no,no,"음식점>카페,디저트"
p330,무브모브 성수,cafe,성동구,37.48059583663203,127.04762851008,1,2,3,2,3,no,no,"음식점>카페,디저트"
p331,테니,cafe,성동구,37.56802704694,126.93085302821636,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p332,베통 성수 플래그십,cafe,성동구,37.454181124711155,127.05600447476672,1,2,3,2,3,no,no,"음식점>카페,디저트"
p333,키베이커리,cafe,성동구,37.52549105585262,126.93240833224569,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p334,한입베이글 성수점,cafe,성동구,37.45986149398098,127.06169281135082,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p335,왓어브레드 용산점,cafe,용산구,37.40913675121273,127.0266244707394,1,2,3,2,3,no,no,"음식점>카페,디저트"
p336,카페 메모리얼,cafe,용산구,37.41439619895682,127.09661738688948,1,2,3,2,3,no,no,"음식점>카페,디저트"
p337,딥하우스 용산,cafe,용산구,37.47745213462304,126.9082685667531,1,2,3,2,3,no,no,"음식점>카페,디저트"
p338,포컬포인트,cafe,용산구,37.54954650301464,126.92151723836534,1,2,3,2,3,no,no,"음식점>카페,디저트"
p339,오시오카페 아이파크몰용산점,cafe,용산구,37.54803859400299,127.04264518753592,1,2,3,2,3,no,no,"음식점>카페,디저트"
p340,독립밀방 서울역,restaurant,용산구,37.466325733112264,127.06886475492016,1,3,3,2,3,no,yes,음식점>양식
p341,라인드한남 &amp; 루프탑,restaurant,용산구,37.54947152734125,127.07806507357468,1,3,3,2,3,no,yes,음식점>이탈리아음식
p342,레스토랑 아이오유,restaurant,용산구,37.418828893642555,126.97062511569284,1,3,3,2,3,no,yes,음식점>이탈리아음식
p343,쇼니노,restaurant,용산구,37.431900510723935,126.94907096506726,1,3,3,2,3,no,yes,음식점>양식
p344,멜팅팟,restaurant,용산구,37.470976196623226,127.01791051856571,1,3,3,2,3,no,yes,음식점>양식
p345,카토,restaurant,용산구,37.4185253623133,126.96087533673848,1,3,3,2,3,no,yes,음식점>양식
p346,도토리 용산점,cafe,용산구,37.47685486617218,127.07079671506295,1,2,3,2,3,no,no,"음식점>카페,디저트"
p347,오아시스 한남점,restaurant,용산구,37.594722816129135,127.01880533229004,1,3,3,2,3,no,yes,음식점>브런치
p348,느루 용산점,restaurant,용산구,37.537939382475145,126.99626834587522,1,3,3,2,3,no,yes,음식점>양식
p349,쌤쌤쌤,restaurant,용산구,37.49951388152259,126.9583468000744,1,3,3,2,3,no,yes,음식점>양식
p350,파이프그라운드 한남점,restaurant,용산구,37.56910341934338,127.06645779711504,1,3,3,2,3,no,yes,음식점>피자
p351,퍼즈남영,restaurant,용산구,37.43835177029106,127.04586320402204,1,4,2,2,3,yes,yes,술집>요리주점
p352,차경,restaurant,용산구,37.56037758770051,127.03558890420076,1,2,4,4,3,yes,no,술집>와인
p353,청파비노,restaurant,용산구,37.41572072055236,126.96309198286704,1,2,4,4,3,yes,no,술집>와인
p354,비노파라다이스 한남,restaurant,용산구,37.47476015319521,126.98333280962534,1,2,4,4,3,yes,no,술집>와인
p355,선셋 무드,restaurant,용산구,37.472031699484006,127.06055141569118,1,4,2,2,3,yes,yes,술집>바(BAR)
p356,리틀넥 한남,restaurant,용산구,37.404885527124875,127.05264887544294,1,3,3,2,3,no,yes,음식점>양식>이탈리아음식
p357,부자피자 1호점,restaurant,용산구,37.54177199585882,126.92221564594684,1,3,3,2,3,no,yes,음식점>피자
p358,매드포갈릭 용산아이파크몰점,restaurant,용산구,37.42485854691821,126.91188914368708,1,3,3,2,3,no,yes,양식>이탈리아음식
p359,메종 루블랑,restaurant,용산구,37.52724681269304,126.94985642019138,1,3,3,2,3,no,yes,음식점>프랑스음식
p360,라따뚜이 인 서울,restaurant,용산구,37.52607044718564,127.08293291715648,1,3,3,2,3,no,yes,음식점>프랑스음식
p361,베쓰 푸틴,restaurant,용산구,37.55954745205652,127.08103658970262,1,3,3,2,3,no,yes,음식점>후렌치후라이
p362,알레즈,restaurant,용산구,37.47788016416235,126.92349591745266,1,3,3,2,3,no,yes,음식점>프랑스음식
p363,뮤땅,restaurant,용산구,37.57378604563195,126.94508560509546,1,3,3,2,3,no,yes,음식점>프랑스음식
p364,타파코파,restaurant,용산구,37.40180563167589,127.05635847863748,1,3,3,2,3,no,yes,음식점>스페인음식
p365,레에스티우,restaurant,용산구,37.52335097214008,126.96932619060206,1,3,3,2,3,no,yes,음식점>스페인음식
p366,비니투스 용산본점,restaurant,용산구,37.46344390853822,126.94905445597009,1,3,3,2,3,no,yes,음식점>스페인음식
p367,타파스바,restaurant,용산구,37.505197368630405,127.00382916187358,1,3,3,2,3,no,yes,음식점>스페인음식
p368,문스타파 한남점,restaurant,용산구,37.45244154250153,127.02736909119562,1,3,3,2,3,no,yes,음식점>스페인음식
p369,스즈란테이,restaurant,용산구,37.53808053686419,127.07244602494607,1,3,3,2,3,no,yes,음식점>일식>일식당
p370,초승달,restaurant,용산구,37.518519227766234,127.06241039167593,1,4,2,2,3,yes,yes,술집>요리주점
p371,산동,restaurant,용산구,37.4478828734357,127.0200013695092,1,3,3,2,3,no,yes,음식점>일식>일식당
p372,한땀스시,restaurant,용산구,37.520102710685656,127.078646946199,1,3,3,2,3,no,yes,"음식점>일식>초밥,롤"
p373,고로고로 용산,restaurant,용산구,37.58423272277141,127.03580531704466,1,3,3,2,3,no,yes,음식점>일식>일식당
p374,미나리밭오리사냥 용산,restaurant,용산구,37.59094671021571,126.93764448039214,1,3,3,2,3,no,yes,한식>오리요리
p375,말방국밥 용산본점,restaurant,용산구,37.44065876604726,127.08177278531971,1,3,3,2,3,no,yes,한식>국밥
p376,고산식육점,restaurant,용산구,37.56251783734369,127.01913710293968,1,3,3,2,3,no,yes,한식>돼지고기구이
p377,남산광어,restaurant,용산구,37.44925869674725,127.07193355635702,1,3,3,2,3,no,yes,음식점>한식
p378,용산봉숭아,restaurant,용산구,37.559170830948865,127.00123256829592,1,3,3,2,3,no,yes,음식점>한식
p379,미니마이즈 이태원점,cafe,용산구,37.47469329595476,127.09411722874604,1,2,3,2,3,no,no,"음식점>카페,디저트"
p380,패션5,cafe,용산구,37.59302958770347,126.96735044155191,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p381,알페도,cafe,용산구,37.566659341405675,127.0994281167861,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p382,베이커리무이,cafe,용산구,37.51236979324724,127.0370333053272,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p383,테디뵈르하우스 용산점,cafe,용산구,37.503388529691904,126.94257824094828,1,2,3,2,3,no,no,"음식점>카페,디저트"
p384,테디뵈르하우스 더현대서울점,cafe,영등포구,37.52899071982359,127.09284523724656,1,2,3,2,3,no,no,"음식점>카페,디저트"
p385,맨홀커피웨스턴책방,cafe,영등포구,37.58928823151508,126.91880953157973,1,2,3,2,3,no,no,"음식점>카페,디저트"
p386,스타벅스 여의도한강공원점,cafe,영등포구,37.40541457480961,126.9106097308328,1,2,3,2,3,no,no,"카페,디저트>카페"
p387,브릭샌드 여의도점,cafe,영등포구,37.483288572957115,126.91893401540848,1,2,3,2,3,no,no,"음식점>카페,디저트"
p388,코끼리베이글 영등포,cafe,영등포구,37.43560113712038,127.04351009617636,1,2,3,2,3,no,no,"카페,디저트>베이글"
p389,워킹온더클라우드,restaurant,영등포구,37.48147366641808,127.01257276041576,1,3,3,2,3,no,yes,음식점>양식
p390,도깨비굴,restaurant,영등포구,37.51764930920736,127.06463145489836,1,3,3,2,3,no,yes,음식점>양식
p391,트라가 여의도점,restaurant,영등포구,37.4524809168625,126.9591539831548,1,3,3,2,3,no,yes,음식점>스페인음식
p392,이탈리 더현대서울,restaurant,영등포구,37.456212199655006,127.05581341364017,1,3,3,2,3,no,yes,음식점>이탈리아음식
p393,르포르테,restaurant,영등포구,37.55887274172034,126.92708779854716,1,3,3,2,3,no,yes,음식점>양식
p394,베르데 문래,restaurant,영등포구,37.5654415263299,126.90607096588631,1,3,3,2,3,no,yes,음식점>브런치
p395,영길리,restaurant,영등포구,37.40024586278059,127.04871955700948,1,3,3,2,3,no,yes,음식점>양식
p396,오르조 르브텀 여의도,restaurant,영등포구,37.535073728978006,127.03206918899708,1,3,3,2,3,no,yes,음식점>양식
p397,팜스프링스,cafe,영등포구,37.51251309277567,127.0625279683059,1,2,3,2,3,no,no,브런치카페
p398,양키스그릴,restaurant,영등포구,37.43882865875467,126.93626802387963,1,3,3,2,3,no,yes,"음식점>스테이크,립"
p399,갤러리문래,restaurant,영등포구,37.48502190723622,127.02920510248302,1,3,3,2,3,no,yes,음식점>양식
p400,제이렘333 피제리아,restaurant,영등포구,37.59095055648409,126.95398506889894,1,3,3,2,3,no,yes,음식점>이탈리아음식
p401,불란서와이너리,restaurant,영등포구,37.53485458224576,126.93168184304125,1,2,4,4,3,yes,no,술집>와인
p402,비닐하우스,restaurant,영등포구,37.42059859196151,126.92659223268863,1,4,2,2,3,yes,yes,술집>요리주점
p403,와빈,restaurant,영등포구,37.57484697303453,127.00637761806732,1,2,4,4,3,yes,no,술집>와인
p404,당산친친,restaurant,영등포구,37.47976685184211,126.96411224014255,1,2,4,4,3,yes,no,술집>와인
p405,문래 화인,restaurant,영등포구,37.41778041336678,127.07252614328672,1,3,3,2,3,no,yes,음식점>양식
p406,서가앤쿡 타임스퀘어점,restaurant,영등포구,37.51884326611481,127.07247632811848,1,3,3,2,3,no,yes,음식점>이탈리아음식
p407,더플레이스 여의도IFC몰점,restaurant,영등포구,37.55265423857461,126.90219363300884,1,3,3,2,3,no,yes,양식>이탈리아음식
p408,댈러스 피자 문래본점,restaurant,영등포구,37.46435921437549,126.99705043979024,1,3,3,2,3,no,yes,음식점>피자
p409,브뤼셀프라이 영등포타임스퀘어점,restaurant,영등포구,37.47190174251512,127.02327974202272,1,3,3,2,3,no,yes,음식점>후렌치후라이
p410,프렌치도그 본점,cafe,영등포구,37.53107883779923,127.06264558542004,1,2,3,2,3,no,no,"음식점>카페,디저트"
p411,프렌치 비스트로 벨꾸,restaurant,영등포구,37.47068495944307,126.91063604593332,1,3,3,2,3,no,yes,음식점>양식
p412,프렌치캣 신세계백화점 타임스퀘어점,restaurant,영등포구,37.43075659550189,126.9403443221363,1,3,3,2,3,no,yes,"쇼핑,유통>유아동복"
p413,프렌치캣 롯데백화점 영등포점,restaurant,영등포구,37.5142333205776,126.96997966823568,1,3,3,2,3,no,yes,"쇼핑,유통>유아동복"
p414,버윅 더현대 서울점,restaurant,영등포구,37.478788219710616,127.01293898723816,1,3,3,2,3,no,yes,신발>수제화
p415,대교 랭귀지스퀘어 여의도스퀘어,restaurant,영등포구,37.52981672350259,127.01841896894264,1,3,3,2,3,no,yes,어학교육>중국어교육
p416,핀초,restaurant,영등포구,37.47078298586389,127.088384971723,1,2,4,4,3,yes,no,술집>와인
p417,노조미일식,restaurant,영등포구,37.44318605153043,126.96519192958318,1,3,3,2,3,no,yes,음식점>일식>일식당
p418,동해도 일식,restaurant,영등포구,37.577058612682734,126.91231346143522,1,3,3,2,3,no,yes,음식점>일식>일식당
p419,키사라 여의도점,restaurant,영등포구,37.48418371154224,126.93882052708638,1,3,3,2,3,no,yes,음식점>일식>일식당
p420,이타마에,restaurant,영등포구,37.52448043343454,127.02669841311824,1,3,3,2,3,no,yes,음식점>일식>일식당
p421,일식비,restaurant,영등포구,37.44419351068779,126.9046024929089,1,3,3,2,3,no,yes,음식점>일식>일식당
p422,중앙해장 여의도점,restaurant,영등포구,37.43611526233883,126.97113738900354,1,3,3,2,3,no,yes,음식점>한식>해장국
p423,미나리밭오리사냥 문래점,restaurant,영등포구,37.59342487354341,127.00717452539716,1,3,3,2,3,no,yes,한식>오리요리
p424,박만배아리랑보쌈 문래점,restaurant,영등포구,37.47469187632967,127.08430065885273,1,3,3,2,3,no,yes,음식점>한식
p425,장보리 영등포점,restaurant,영등포구,37.47575831607922,127.09171407021988,1,3,3,2,3,no,yes,음식점>한식
p426,도도돗,restaurant,영등포구,37.56235534156719,126.913987817359,1,3,3,2,3,no,yes,음식점>한식
p427,맨홀커피,cafe,영등포구,37.53284336378207,127.04996918414028,1,2,3,2,3,no,no,"음식점>카페,디저트"
p428,카페설리번 당산점,cafe,영등포구,37.445820409509594,127.02213716227256,1,2,3,2,3,no,no,"음식점>카페,디저트"
p429,로스톤,cafe,영등포구,37.43315368719893,126.95524384761504,1,2,3,2,3,no,no,"음식점>카페,디저트"
p430,셰프의 아이들,cafe,영등포구,37.48032592163114,127.05522151708826,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p431,러스트 베이커리,cafe,영등포구,37.44970987505216,127.00495955816902,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p432,카페 레이어드 더현대서울점,cafe,영등포구,37.57540809890375,127.0754612765048,1,2,3,2,3,no,no,"음식점>카페,디저트"
p433,입허전,cafe,영등포구,37.55332213022562,126.99924922974498,1,2,3,2,3,no,no,"카페,디저트>베이커리"
p434,라플로레종,cafe,서대문구,37.560977556226725,126.93915483134153,1,2,3,2,3,no,no,"카페,디저트>케이크전문"
p435,미묘,cafe,서대문구,37.48823655301317,126.977943832521,1,2,3,2,3,no,no,"음식점>카페,디저트"
p436,마우디 브런치,cafe,서대문구,37.59054048053329,126.96703803871392,1,2,3,2,3,no,no,브런치카페
p437,카페폭포,cafe,서대문구,37.4402355098985,127.08475341030454,1,2,3,2,3,no,no,"음식점>카페,디저트"
p438,아워온즈,cafe,서대문구,37.482216506767166,126.98102033624588,1,2,3,2,3,no,no,"음식점>카페,디저트"
p439,이빠네마그릴,restaurant,서대문구,37.538742736267885,126.9097663295984,1,3,3,2,3,no,yes,"음식점>스테이크,립"
p440,작은스페인,restaurant,서대문구,37.42007562895849,126.94750235377242,1,3,3,2,3,no,yes,음식점>스페인음식
p441,라아,restaurant,서대문구,37.50980220330903,126.95352746925212,1,3,3,2,3,no,yes,음식점>이탈리아음식
p442,비아37 신촌본점,restaurant,서대문구,37.47173535797283,126.90110986307944,1,3,3,2,3,no,yes,음식점>이탈리아음식
p443,옐로우보울,restaurant,서대문구,37.40784378205614,127.06047271287731,1,3,3,2,3,no,yes,음식점>이탈리아음식
p444,쿳사 연희,restaurant,서대문구,37.47582797867376,127.01294642527368,1,3,3,2,3,no,yes,음식점>브런치
p445,그로어스,restaurant,서대문구,37.58857632155695,127.03229084438708,1,3,3,2,3,no,yes,음식점>양식
p446,베어스덴 브런치,restaurant,서대문구,37.47459376839103,127.06020172378317,1,3,3,2,3,no,yes,음식점>브런치
p447,그레인서울,restaurant,서대문구,37.49914294078721,126.93900202250737,1,3,3,2,3,no,yes,음식점>브런치
